Name,City,Zip,County,Latitude,Longtitude,Type
HACIENDA HEIGHTS LIBRARY,HACIENDA HEIGHTS,91745,Los Angeles,33.99354,-117.96412,Library
HAWAIIAN GARDENS LIBRARY,HAWAIIAN GARDENS,90716,Los Angeles,33.83117,-118.07802,Library
HAWTHORNE LIBRARY,HAWTHORNE,90250,Los Angeles,33.91721,-118.3545,Library
HERMOSA BEACH LIBRARY,HERMOSA BEACH,90254,Los Angeles,33.86427,-118.39559,Library
HOLLYDALE LIBRARY,SOUTH GATE,90280,Los Angeles,33.91773,-118.16872,Library
HUNTINGTON PARK LIBRARY,HUNTINGTON PARK,90255,Los Angeles,33.98038,-118.21876,Library
LA CANADA FLINTRIDGE LIBRARY,LA CANADA FLINTRIDGE,91011,Los Angeles,34.20283,-118.19404,Library
LA CRESCENTA LIBRARY,LA CRESCENTA,91214,Los Angeles,34.22468,-118.24037,Library
LA MIRADA LIBRARY,LA MIRADA,90638,Los Angeles,33.9058,-118.01096,Library
LA PUENTE LIBRARY,LA PUENTE,91744,Los Angeles,34.01936,-117.95112,Library
LA VERNE LIBRARY,LA VERNE,91750,Los Angeles,34.11138,-117.76418,Library
LAKE LOS ANGELES LIBRARY,PALMDALE,93591,Los Angeles,34.61702,-117.82772,Library
LANCASTER LIBRARY,LANCASTER,93534,Los Angeles,34.69848,-118.14025,Library
LAWNDALE LIBRARY,LAWNDALE,90260,Los Angeles,33.89852,-118.35446,Library
LELAND R. WEAVER LIBRARY,SOUTH GATE,90280,Los Angeles,33.94409,-118.20158,Library
LENNOX LIBRARY,LENNOX,90304,Los Angeles,33.93846,-118.35227,Library
LITTLEROCK LIBRARY,LITTLEROCK,93543,Los Angeles,34.51992,-117.98874,Library
LIVE OAK LIBRARY,ARCADIA,91006,Los Angeles,34.11013,-118.0131,Library
LLOYD TABER-MARINA DEL REY LIBRARY,MARINA DEL REY,90292,Los Angeles,33.98289,-118.44311,Library
LOMITA LIBRARY,LOMITA,90717,Los Angeles,33.80527,-118.31912,Library
LOS NIETOS LIBRARY,WHITTIER,90606,Los Angeles,33.96473,-118.07317,Library
LYNWOOD LIBRARY,LYNWOOD,90262,Los Angeles,33.9272,-118.19907,Library
MALIBU LIBRARY,MALIBU,90265,Los Angeles,34.03697,-118.68863,Library
MANHATTAN BEACH LIBRARY,MANHATTAN BEACH,90266,Los Angeles,33.8869,-118.41038,Library
MASAO W. SATOW LIBRARY,GARDENA,90249,Los Angeles,33.90001,-118.32697,Library
MAYWOOD CESAR CHAVEZ LIBRARY,MAYWOOD,90270,Los Angeles,33.98776,-118.18899,Library
MONTEBELLO LIBRARY,MONTEBELLO,90640,Los Angeles,34.02076,-118.11547,Library
NORWALK LIBRARY,NORWALK,90650,Los Angeles,33.91668,-118.06938,Library
NORWOOD LIBRARY,EL MONTE,91732,Los Angeles,34.08698,-118.01614,Library
PARAMOUNT LIBRARY,PARAMOUNT,90723,Los Angeles,33.88567,-118.161,Library
PICO RIVERA LIBRARY,PICO RIVERA,90660,Los Angeles,33.99202,-118.08927,Library
QUARTZ HILL LIBRARY,QUARTZ HILL,93536,Los Angeles,34.64621,-118.21817,Library
RIVERA LIBRARY,PICO RIVERA,90660,Los Angeles,33.96897,-118.10107,Library
ROSEMEAD LIBRARY,ROSEMEAD,91770,Los Angeles,34.08023,-118.07724,Library
ROWLAND HEIGHTS LIBRARY,ROWLAND HEIGHTS,91748,Los Angeles,33.98446,-117.88856,Library
SAN DIMAS LIBRARY,SAN DIMAS,91773,Los Angeles,34.10809,-117.80321,Library
SAN FERNANDO LIBRARY,SAN FERNANDO,91340,Los Angeles,34.28562,-118.4386,Library
SAN GABRIEL LIBRARY,SAN GABRIEL,91776,Los Angeles,34.09578,-118.09933,Library
SORENSEN LIBRARY,WHITTIER,90606,Los Angeles,33.9795,-118.06238,Library
SOUTH EL MONTE LIBRARY,SOUTH EL MONTE,91733,Los Angeles,34.0448,-118.04665,Library
SOUTH WHITTIER LIBRARY,WHITTIER,90604,Los Angeles,33.92549,-118.02456,Library
STEVENSON RANCH EXPRESS LIBRARY,STEVENSON RANCH,91381,Los Angeles,34.39322,-118.5728,Library
SUNKIST LIBRARY,LA PUENTE,91746,Los Angeles,34.05524,-117.97675,Library
TEMPLE CITY LIBRARY,TEMPLE CITY,91780,Los Angeles,34.10839,-118.05717,Library
TOPANGA,TOPANGA,90290,Los Angeles,34.08991,-118.60341,Library
VIEW PARK BEBE MOORE CAMPBELL LIBRARY,LOS ANGELES,90043,Los Angeles,33.99281,-118.34122,Library
WALNUT LIBRARY,WALNUT,91789,Los Angeles,34.02596,-117.84369,Library
WEST COVINA LIBRARY,WEST COVINA,91790,Los Angeles,34.07106,-117.94037,Library
WEST HOLLYWOOD LIBRARY,WEST HOLLYWOOD,90069,Los Angeles,34.08168,-118.38427,Library
WESTLAKE VILLAGE LIBRARY,WESTLAKE VILLAGE,91361,Los Angeles,34.14455,-118.79901,Library
WILLOWBROOK LIBRARY,LOS ANGELES,90059,Los Angeles,33.92664,-118.23935,Library
WISEBURN LIBRARY,HAWTHORNE,90250,Los Angeles,33.90979,-118.37345,Library
WOODCREST LIBRARY,LOS ANGELES,90044,Los Angeles,33.93982,-118.29994,Library
LAKE COUNTY LIBRARY,LAKEPORT,95453,Lake,39.05148,-122.91744,Library
MIDDLETOWN LIBRARY,MIDDLETOWN,95461,Lake,38.74998,-122.6152,Library
REDBUD LIBRARY,CLEARLAKE,95422,Lake,38.96501,-122.63419,Library
UPPER LAKE LIBRARY,UPPER LAKE,95485,Lake,39.16606,-122.91015,Library
LARKSPUR PUBLIC LIBRARY,LARKSPUR,94939,Marin,37.9343,-122.53531,Library
LASSEN LIBRARY DISTRICT,SUSANVILLE,96130,Lassen,40.41487,-120.64943,Library
TWELVE BRIDGES,LINCOLN,95648,Placer,38.84979,-121.29229,Library
CIVIC CENTER LIBRARY,LIVERMORE,94550,Alameda,37.67424,-121.75429,Library
RINCON BRANCH LIBRARY,LIVERMORE,94551,Alameda,37.68651,-121.78488,Library
SPRINGTOWN BRANCH LIBRARY,LIVERMORE,94551,Alameda,37.7069,-121.73738,Library
LODI PUBLIC LIBRARY,LODI,95240,San Joaquin,38.13709,-121.27542,Library
LOMPOC PUBLIC LIBRARY,LOMPOC,93436,Santa Barbara,34.65372,-120.45201,Library
VILLAGE BRANCH LIBRARY,LOMPOC,93436,Santa Barbara,34.70036,-120.4667,Library
ALAMITOS BRANCH LIBRARY,LONG BEACH,90802,Los Angeles,33.76886,-118.16856,Library
BACH BRANCH LIBRARY,LONG BEACH,90808,Los Angeles,33.83187,-118.12557,Library
BAY SHORE BRANCH LIBRARY,LONG BEACH,90803,Los Angeles,33.75804,-118.13051,Library
BRET HARTE BRANCH LIBRARY,LONG BEACH,90810,Los Angeles,33.80459,-118.21407,Library
BREWITT BRANCH LIBRARY,LONG BEACH,90804,Los Angeles,33.78238,-118.14514,Library
BURNETT BRANCH LIBRARY,LONG BEACH,90806,Los Angeles,33.79685,-118.18573,Library
DANA BRANCH LIBRARY,LONG BEACH,90807,Los Angeles,33.82406,-118.18472,Library
EL DORADO BRANCH LIBRARY,LONG BEACH,90815,Los Angeles,33.8089,-118.0986,Library
BILLIE JEAN KING MAIN LIBRARY,LONG BEACH,90802,Los Angeles,33.76923,-118.19438,Library
LOS ALTOS BRANCH LIBRARY,LONG BEACH,90815,Los Angeles,33.79337,-118.12254,Library
MARK TWAIN BRANCH LIBRARY,LONG BEACH,90813,Los Angeles,33.78289,-118.17343,Library
MICHELLE OBAMA NEIGHBORHOOD LIBRARY,LONG BEACH,90805,Los Angeles,33.86153,-118.18458,Library
LOOMIS LIBRARY & COMMUNITY LEARNING CENTER,LOOMIS,95650,Placer,38.82,-121.19055,Library
ANGELES MESA BRANCH,LOS ANGELES,90043,Los Angeles,33.99483,-118.32286,Library
ARROYO SECO REGIONAL BRANCH,LOS ANGELES,90042,Los Angeles,34.11383,-118.18633,Library
ASCOT BRANCH,LOS ANGELES,90003,Los Angeles,33.97436,-118.27463,Library
ATWATER VILLAGE BRANCH,LOS ANGELES,90039,Los Angeles,34.12013,-118.25919,Library
BALDWIN HILLS BRANCH,LOS ANGELES,90016,Los Angeles,34.02821,-118.35265,Library
BENJAMIN FRANKLIN BRANCH,LOS ANGELES,90033,Los Angeles,34.04404,-118.21223,Library
DONALD BRUCE KAUFMAN BRENTWOOD BRANCH,LOS ANGELES,90049,Los Angeles,34.05267,-118.46874,Library
CAHUENGA BRANCH,LOS ANGELES,90029,Los Angeles,34.09104,-118.28895,Library
CANOGA PARK BRANCH,CANOGA PARK,91303,Los Angeles,34.20136,-118.59015,Library
CHATSWORTH,CHATSWORTH,91311,Los Angeles,34.257,-118.59246,Library
CHINATOWN BRANCH,LOS ANGELES,90012,Los Angeles,34.06066,-118.24107,Library
CYPRESS PARK BRANCH,LOS ANGELES,90065,Los Angeles,34.09446,-118.22745,Library
WILL AND ARIEL DURANT BRANCH,LOS ANGELES,90046,Los Angeles,34.09773,-118.34566,Library
EAGLE ROCK BRANCH,LOS ANGELES,90041,Los Angeles,34.13758,-118.21361,Library
ECHO PARK LIBRARY,LOS ANGELES,90026,Los Angeles,34.06722,-118.25724,Library
EDENDALE BRANCH,LOS ANGELES,90026,Los Angeles,34.07817,-118.26232,Library
EL SERENO BRANCH,LOS ANGELES,90032,Los Angeles,34.08922,-118.16851,Library
ENCINO-TARZANA LIBRARY,TARZANA,91356,Los Angeles,34.16677,-118.53005,Library
EXPOSITION PARK REGIONAL BRANCH,LOS ANGELES,90062,Los Angeles,34.0144,-118.30862,Library
FAIRFAX BRANCH,LOS ANGELES,90036,Los Angeles,34.07177,-118.35359,Library
FELIPE DE NEVE BRANCH,LOS ANGELES,90057,Los Angeles,34.06331,-118.28397,Library
GRANADA HILLS BRANCH,GRANADA HILLS,91344,Los Angeles,34.26428,-118.49762,Library
HARBOR CITY-HARBOR GATEWAY,HARBOR CITY,90710,Los Angeles,33.80695,-118.30731,Library
GOLDWYN HOLLYWOOD REGIONAL BRANCH,LOS ANGELES,90028,Los Angeles,34.10052,-118.32871,Library
HYDE PARK BRANCH,LOS ANGELES,90043,Los Angeles,33.97478,-118.3182,Library
JEFFERSON BRANCH,LOS ANGELES,90018,Los Angeles,34.02593,-118.31921,Library
JOHN C. FREMONT BRANCH,LOS ANGELES,90038,Los Angeles,34.08371,-118.33382,Library
JOHN MUIR BRANCH,LOS ANGELES,90044,Los Angeles,33.98152,-118.29208,Library
JUNIPERO SERRA BRANCH,LOS ANGELES,90037,Los Angeles,34.00173,-118.27437,Library
LAKE VIEW TERRACE,LAKE VIEW TERRACE,91342,Los Angeles,34.27277,-118.39391,Library
LINCOLN HEIGHTS BRANCH,LOS ANGELES,90031,Los Angeles,34.07616,-118.21401,Library
LITTLE TOKYO BRANCH LIBRARY,LOS ANGELES,90012,Los Angeles,34.05007,-118.2438,Library
LOS FELIZ BRANCH,LOS ANGELES,90027,Los Angeles,34.10507,-118.28715,Library
MALABAR BRANCH,LOS ANGELES,90033,Los Angeles,34.05074,-118.19777,Library
MARK TWAIN BRANCH,LOS ANGELES,90039,Los Angeles,33.94844,-118.28298,Library
MAR VISTA BRANCH,LOS ANGELES,90066,Los Angeles,34.0057,-118.42904,Library
MEMORIAL BRANCH,LOS ANGELES,90019,Los Angeles,34.05735,-118.33157,Library
MID-VALLEY REGIONAL BRANCH,NORTH HILLS,91343,Los Angeles,34.23512,-118.4874,Library
NORTH HOLLYWOOD REGIONAL BRANCH,NORTH HOLLYWOOD,91601,Los Angeles,34.16564,-118.37948,Library
NORTHRIDGE BRANCH,NORTHRIDGE,91325,Los Angeles,34.23509,-118.5341,Library
PACOIMA BRANCH,PACOIMA,91331,Los Angeles,34.26129,-118.42932,Library
PALISADES BRANCH,PACIFIC PALISADES,90272,Los Angeles,34.044,-118.52513,Library
PALMS-RANCHO PARK BRANCH,LOS ANGELES,90064,Los Angeles,34.03364,-118.41824,Library
PANORAMA CITY BRANCH,PANORAMA CITY,91402,Los Angeles,34.22193,-118.44641,Library
PICO UNION BRANCH,LOS ANGELES,90006,Los Angeles,34.05094,-118.28009,Library
PIO PICO KOREATOWN BRANCH,LOS ANGELES,90005,Los Angeles,34.06004,-118.30711,Library
PLATT BRANCH,LOS ANGELES,91367,Los Angeles,34.18623,-118.64136,Library
PLAYA VISTA BRANCH,PLAYA VISTA,90094,Los Angeles,33.97021,-118.4256,Library
PORTER RANCH BRANCH,LOS ANGELES,91326,Los Angeles,34.27763,-118.56005,Library
ROBERT LOUIS STEVENSON BRANCH,LOS ANGELES,90023,Los Angeles,34.02766,-118.19827,Library
ROBERTSON BRANCH,LOS ANGELES,90035,Los Angeles,34.04837,-118.38583,Library
SAN PEDRO REGIONAL BRANCH,SAN PEDRO,90731,Los Angeles,33.73574,-118.29295,Library
SHERMAN OAKS BRANCH,SHERMAN OAKS,91423,Los Angeles,34.15123,-118.44383,Library
SILVER LAKE BRANCH,LOS ANGELES,90039,Los Angeles,34.10034,-118.25965,Library
STUDIO CITY BRANCH,STUDIO CITY,91604,Los Angeles,34.1507,-118.40558,Library
SUNLAND-TUJUNGA BRANCH,TUJUNGA,91042,Los Angeles,34.25825,-118.30131,Library
SUN VALLEY BRANCH,SUN VALLEY,91352,Los Angeles,34.21488,-118.37095,Library
SYLMAR,SYLMAR,91342,Los Angeles,34.30879,-118.44785,Library
VALLEY PLAZA BRANCH,NORTH HOLLYWOOD,91605,Los Angeles,34.19463,-118.40111,Library
VAN NUYS BRANCH,VAN NUYS,91401,Los Angeles,34.18395,-118.44628,Library
VENICE BRANCH,VENICE,90291,Los Angeles,33.98754,-118.46536,Library
VERMONT SQUARE BRANCH,LOS ANGELES,90037,Los Angeles,33.99985,-118.2959,Library
VERNON-LEON H. WASHINGTON JR. MEMORIAL BRANCH,LOS ANGELES,90011,Los Angeles,34.00262,-118.25612,Library
WASHINGTON IRVING BRANCH,LOS ANGELES,90018,Los Angeles,34.04016,-118.32916,Library
ALMA REAVES WOODS WATTS BRANCH,LOS ANGELES,90002,Los Angeles,33.94403,-118.24663,Library
WESTCHESTER -LOYOLA VILLAGE BRANCH,LOS ANGELES,90045,Los Angeles,33.95954,-118.41717,Library
WEST LOS ANGELES REGIONAL BRANCH,LOS ANGELES,90025,Los Angeles,34.04572,-118.45019,Library
WEST VALLEY REGIONAL BRANCH,RESEDA,91335,Los Angeles,34.19335,-118.54808,Library
WESTWOOD BRANCH,WESTWOOD,90024,Los Angeles,34.05792,-118.44182,Library
WILMINGTON BRANCH,WILMINGTON,90744,Los Angeles,33.78915,-118.2628,Library
WILSHIRE BRANCH,LOS ANGELES,90004,Los Angeles,34.07446,-118.31177,Library
WOODLAND HILLS BRANCH,WOODLAND HILLS,91364,Los Angeles,34.16788,-118.61069,Library
CENTRAL LIBRARY,LOS ANGELES,90071,Los Angeles,34.0505,-118.25565,Library
LOS GATOS PUBLIC LIBRARY,LOS GATOS,95030,Santa Clara,37.22017,-121.97828,Library
CHOWCHILLA BRANCH LIBRARY,CHOWCHILLA,93610,Madera,37.12289,-120.26186,Library
MADERA LIBRARY,MADERA,93637,Madera,36.96136,-120.06196,Library
NORTH FORK BRANCH LIBRARY,NORTH FORK,93643,Madera,37.22579,-119.51017,Library
OAKHURST BRANCH LIBRARY,OAKHURST,93644,Madera,37.33085,-119.65331,Library
MADERA RANCHOS BRANCH LIBRARY,MADERA,93636,Madera,36.92471,-119.86895,Library
BOLINAS LIBRARY,BOLINAS,94924,Marin,37.90951,-122.68579,Library
CIVIC CENTER LIBRARY,SAN RAFAEL,94903,Marin,37.99793,-122.53066,Library
CORTE MADERA LIBRARY,CORTE MADERA,94925,Marin,37.92414,-122.51811,Library
FAIRFAX LIBRARY,FAIRFAX,94930,Marin,37.99016,-122.59272,Library
INVERNESS LIBRARY,INVERNESS,94937,Marin,38.09727,-122.85331,Library
MARIN CITY LIBRARY,MARIN CITY,94965,Marin,37.87322,-122.51157,Library
NOVATO LIBRARY,NOVATO,94947,Marin,38.1072,-122.58009,Library
POINT REYES STATION LIBRARY,POINT REYES STATION,94956,Marin,38.06961,-122.80656,Library
SOUTH NOVATO LIBRARY,NOVATO,94949,Marin,38.05734,-122.52552,Library
STINSON BEACH LIBRARY,STINSON BEACH,94970,Marin,37.89839,-122.6404,Library
BASSETT MEMORIAL LIBRARY IN WAWONA,WAWONA,95389,Mariposa,37.5472,-119.64614,Library
EL PORTAL LIBRARY,EL PORTAL,95318,Mariposa,37.67326,-119.80663,Library
MARIPOSA LIBRARY,MARIPOSA,95338,Mariposa,37.48949,-119.96748,Library
RED CLOUD LIBRARY,COULTERVILLE,95311,Mariposa,37.74616,-120.13121,Library
YOSEMITE LIBRARY,YOSEMITE NATIONAL PA,95389,Mariposa,37.8651,-119.53833,Library
COAST COMMUNITY LIBRARY,POINT ARENA,95468,Mendocino,38.90942,-123.69198,Library
FORT BRAGG BRANCH LIBRARY,FT BRAGG,95437,Mendocino,39.4457,-123.80113,Library
ROUND VALLEY PUBLIC LIBRARY,COVELO,95428,Mendocino,39.79399,-123.2498,Library
UKIAH BRANCH LIBRARY,UKIAH,95482,Mendocino,39.1502,-123.2066,Library
WILLITS BRANCH LIBRARY,WILLITS,95490,Mendocino,39.41291,-123.3466,Library
BELLE HAVEN BRANCH,MENLO PARK,94025,San Mateo,37.47625,-122.16116,Library
MENLO PARK PUBLIC LIBRARY,MENLO PARK,94025,San Mateo,37.45396,-122.17982,Library
ATWATER BRANCH LIBRARY,ATWATER,95301,Merced,37.35083,-120.60617,Library
DELHI EDUCATIONAL PARK COMMUNITY LIBRARY,DELHI,95315,Merced,37.42792,-120.77914,Library
DOS PALOS BRANCH LIBRARY,DOS PALOS,93620,Merced,36.98489,-120.62783,Library
GUSTINE BRANCH LIBRARY,GUSTINE,95322,Merced,37.25787,-121.00208,Library
IRWIN-HILMAR BRANCH LIBRARY,HILMAR,95324,Merced,37.40318,-120.85114,Library
LE GRAND BRANCH LIBRARY,LE GRAND,95333,Merced,37.22842,-120.254,Library
LIVINGSTON BRANCH LIBRARY,LIVINGSTON,95334,Merced,37.37946,-120.72372,Library
LOS BANOS BRANCH LIBRARY,LOS BANOS,93635,Merced,37.0563,-120.84725,Library
MERCED COUNTY LIBRARY,MERCED,95340,Merced,37.30688,-120.48499,Library
SANTA NELLA BRANCH LIBRARY,GUSTINE,95322,Merced,37.09385,-121.01932,Library
SNELLING BRANCH LIBRARY,SNELLING,95369,Merced,37.51951,-120.4376,Library
WINTON BRANCH LIBRARY,WINTON,95388,Merced,37.38926,-120.61455,Library
MILL VALLEY PUBLIC LIBRARY,MILL VALLEY,94941,Marin,37.90597,-122.55413,Library
MISSION VIEJO LIBRARY,MISSION VIEJO,92691,Orange,33.59629,-117.65901,Library
ADIN STATION LIBRARY,ADIN,96006,Modoc,41.19248,-120.94409,Library
CEDARVILLE LIBRARY,CEDARVILLE,96104,Modoc,41.52906,-120.17328,Library
LOOKOUT LIBRARY,LOOKOUT,96054,Modoc,41.20819,-121.15018,Library
MODOC COUNTY LIBRARY,ALTURAS,96101,Modoc,41.48636,-120.54429,Library
BENTON LIBRARY,BENTON,93512,Mono,37.81683,-118.47709,Library
BRIDGEPORT LIBRARY,BRIDGEPORT,93517,Mono,38.2572,-119.22904,Library
COLEVILLE LIBRARY,COLEVILLE,96107,Mono,38.56846,-119.50946,Library
CROWLEY COMMUNITY LIBRARY,CROWLEY LAKE,93546,Mono,37.56907,-118.75216,Library
JUNE LAKE LIBRARY,JUNE LAKE,93529,Mono,37.77773,-119.07747,Library
LEE VINING LIBRARY,LEE VINING,93541,Mono,37.95759,-119.11994,Library
MAMMOTH LAKES LIBRARY,MAMMOTH LAKES,93546,Mono,37.63976,-118.96328,Library
MONROVIA PUBLIC LIBRARY,MONROVIA,91016,Los Angeles,34.1486,-118.00223,Library
AROMAS BRANCH LIBRARY,AROMAS,95004,Monterey,36.88871,-121.64374,Library
BIG SUR BRANCH LIBRARY,BIG SUR,93920,Monterey,36.26472,-121.80111,Library
BUENA VISTA BRANCH LIBRARY,SALINAS,93908,Monterey,36.60573,-121.64781,Library
CARMEL VALLEY BRANCH LIBRARY,CARMEL VALLEY,93924,Monterey,36.4806,-121.73482,Library
CASTROVILLE BRANCH LIBRARY,CASTROVILLE,95012,Monterey,36.76768,-121.75757,Library
GONZALES BRANCH LIBRARY,GONZALES,93926,Monterey,36.51524,-121.43593,Library
GREENFIELD BRANCH LIBRARY,GREENFIELD,93927,Monterey,36.32232,-121.24578,Library
MARINA BRANCH LIBRARY,MARINA,93933,Monterey,36.69142,-121.79965,Library
KING CITY BRANCH LIBRARY,KING CITY,93930,Monterey,36.21234,-121.12799,Library
PAJARO BRANCH LIBRARY,PAJARO,95076,Monterey,36.90153,-121.74953,Library
PARKFIELD BRANCH LIBRARY,SAN MIGUEL,93451,Monterey,35.89563,-120.4341,Library
PRUNEDALE BRANCH LIBRARY,SALINAS,93907,Monterey,36.80314,-121.66245,Library
SAN ARDO BRANCH LIBRARY,SAN ARDO,93450,Monterey,36.0187,-120.9076,Library
SAN LUCAS BRANCH LIBRARY,SAN LUCAS,93954,Monterey,36.12913,-121.01897,Library
SEASIDE BRANCH LIBRARY,SEASIDE,93955,Monterey,36.60318,-121.85255,Library
SOLEDAD BRANCH LIBRARY,SOLDEDAD,93960,Monterey,36.43575,-121.32603,Library
MONTEREY PARK BRUGGEMEYER LIBRARY,MONTEREY PARK,91754,Los Angeles,34.059,-118.12484,Library
MONTEREY PUBLIC LIBRARY,MONTEREY,93940,Monterey,36.59639,-121.89689,Library
MOORPARK CITY LIBRARY,MOORPARK,93021,Ventura,34.28631,-118.88257,Library
MORENO VALLEY PUBLIC LIBRARY,MORENO VALLEY,92553,Riverside,33.91772,-117.21833,Library
MORENO VALLEY MALL BRANCH,MORENO VALLEY,92553,Riverside,33.93886,-117.27018,Library
MORENO VALLEY IRIS PLAZA BRANCH,MORENO VALLEY,92551,Riverside,33.8857,-117.2255,Library
MOUNTAIN VIEW PUBLIC LIBRARY,MOUNTAIN VIEW,94041,Santa Clara,37.39033,-122.08363,Library
MURRIETA PUBLIC LIBRARY,MURRIETA,92562,Riverside,33.55772,-117.21088,Library
AMERICAN CANYON,AMERICAN CANYON,94503,Napa,38.17558,-122.25423,Library
CALISTOGA PUBLIC LIBRARY,CALISTOGA,94515,Napa,38.57612,-122.57994,Library
NAPA MAIN LIBRARY,NAPA,94559,Napa,38.29554,-122.28373,Library
YOUNTVILLE LIBRARY,YOUNTVILLE,94599,Napa,38.40202,-122.3604,Library
NATIONAL CITY PUBLIC LIBRARY,NATIONAL CITY,91950,San Diego,32.6706,-117.10414,Library
BEAR RIVER STATION,GRASS VALLEY,95949,Nevada,39.04688,-121.0748,Library
DORIS FOLEY LIBRARY FOR HISTORICAL RESEARCH,NEVADA CITY,95959,Nevada,39.26375,-121.01897,Library
GRASS VALLEY LIBRARY-ROYCE BRANCH,GRASS VALLEY,95945,Nevada,39.2169,-121.06329,Library
MADELYN HELLING COUNTY LIBRARY,NEVADA CITY,95959,Nevada,39.26983,-121.0241,Library
PENN VALLEY STATION,PENN VALLEY,95946,Nevada,39.22357,-121.20489,Library
TRUCKEE LIBRARY,TRUCKEE,96161,Nevada,39.32564,-120.19985,Library
BALBOA LIBRARY,NEWPORT BEACH,92661,Orange,33.60417,-117.90609,Library
CENTRAL LIBRARY,NEWPORT BEACH,92660,Orange,33.60761,-117.87299,Library
CORONA DEL MAR LIBRARY,CORONA DEL MAR,92625,Orange,33.59601,-117.86953,Library
CREAN MARINERS BRANCH LIBRARY,NEWPORT BEACH,92660,Orange,33.63265,-117.90362,Library
81ST AVENUE BRANCH LIBRARY,OAKLAND,94621,Alameda,37.7534,-122.18569,Library
AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,OAKLAND,94612,Alameda,37.80612,-122.27633,Library
ASIAN BRANCH LIBRARY,OAKLAND,94607,Alameda,37.80045,-122.2717,Library
BROOKFIELD BRANCH LIBRARY,OAKLAND,94603,Alameda,37.73734,-122.18857,Library
CESAR E. CHAVEZ BRANCH LIBRARY,OAKLAND,94601,Alameda,37.77585,-122.22479,Library
DIMOND BRANCH LIBRARY,OAKLAND,94602,Alameda,37.80146,-122.21604,Library
EASTMONT BRANCH LIBRARY,OAKLAND,94605,Alameda,37.76813,-122.17615,Library
ELMHURST BRANCH LIBRARY,OAKLAND,94621,Alameda,37.75157,-122.17492,Library
GOLDEN GATE BRANCH LIBRARY,OAKLAND,94608,Alameda,37.83919,-122.2822,Library
LAKEVIEW BRANCH LIBRARY,OAKLAND,94610,Alameda,37.8092,-122.24895,Library
MARTIN LUTHER KING JR. BRANCH LIBRARY,OAKLAND,94621,Alameda,37.76061,-122.19079,Library
MELROSE BRANCH LIBRARY,OAKLAND,94601,Alameda,37.77242,-122.20755,Library
MONTCLAIR BRANCH LIBRARY,OAKLAND,94611,Alameda,37.83198,-122.21411,Library
OAKLAND MAIN LIBRARY,OAKLAND,94612,Alameda,37.80098,-122.26361,Library
PIEDMONT AVENUE BRANCH LIBRARY,OAKLAND,94611,Alameda,37.82784,-122.24815,Library
ROCKRIDGE BRANCH LIBRARY,OAKLAND,94618,Alameda,37.83991,-122.25108,Library
TEMESCAL BRANCH LIBRARY,OAKLAND,94609,Alameda,37.8382,-122.26251,Library
WEST OAKLAND BRANCH LIBRARY,OAKLAND,94607,Alameda,37.81293,-122.28529,Library
OCEANSIDE READS LITERACY CENTER,OCEANSIDE,92054,San Diego,33.19867,-117.37877,Library
MISSION BRANCH LIBRARY,OCEANSIDE,92054,San Diego,33.22597,-117.3285,Library
OCEANSIDE PUBLIC LIBRARY,OCEANSIDE,92054,San Diego,33.19753,-117.3805,Library
LEWIS FAMILY BRANCH,ONTARIO,91761,San Bernardino,34.01835,-117.56867,Library
OVITT FAMILY COMMUNITY LIBRARY,ONTARIO,91764,San Bernardino,34.06606,-117.64908,Library
ALISO VIEJO BRANCH LIBRARY,ALISO VIEJO,92656,Orange,33.57006,-117.7268,Library
BREA BRANCH LIBRARY,BREA,92821,Orange,33.91707,-117.88892,Library
COSTA MESA BRANCH LIBRARY,COSTA MESA,92627,Orange,33.64189,-117.9222,Library
CYPRESS BRANCH LIBRARY,CYPRESS,90630,Orange,33.82483,-118.03938,Library
DANA POINT BRANCH LIBRARY,DANA POINT,92629,Orange,33.47694,-117.71603,Library
EL TORO BRANCH LIBRARY,LAKE FOREST,92630,Orange,33.61948,-117.69981,Library
FOOTHILL RANCH BRANCH LIBRARY,FOOTHILL RANCH,92610,Orange,33.6809,-117.65914,Library
FOUNTAIN VALLEY BRANCH LIBRARY,FOUNTAIN VALLEY,92708,Orange,33.70706,-117.95117,Library
CHAPMAN BRANCH LIBRARY,GARDEN GROVE,92841,Orange,33.78823,-117.97199,Library
GARDEN GROVE MAIN LIBRARY,GARDEN GROVE,92840,Orange,33.77736,-117.9373,Library
GARDEN GROVE TIBOR RUBIN BRANCH LIBRARY,GARDEN GROVE,92845,Orange,33.78883,-118.03201,Library
HERITAGE PARK BRANCH LIBRARY,IRVINE,92604,Orange,33.69957,-117.77843,Library
KATIE WHEELER BRANCH LIBRARY,IRVINE,92602,Orange,33.72985,-117.7855,Library
LA HABRA BRANCH LIBRARY,LA HABRA,90631,Orange,33.93258,-117.94421,Library
LA PALMA BRANCH LIBRARY,LA PALMA,90623,Orange,33.84863,-118.03677,Library
LADERA RANCH BRANCH LIBRARY,LADERA RANCH,92694,Orange,33.5535,-117.63703,Library
LAGUNA BEACH BRANCH LIBRARY,LAGUNA BEACH,92651,Orange,33.54209,-117.78248,Library
LAGUNA HILLS TECHNOLOGY LIBRARY,LAGUNA HILLS,92653,Orange,33.59187,-117.70027,Library
